Interest Rates,Employment,S&P 500 Price
2.34901424590337,61.99677718293001,2320.0655792756565
2.158520709648645,59.62316841456384,2354.233394772428
2.394306561430208,55.29815184960087,2167.57506067749
2.6569089569224076,51.76531611147213,2105.9738257271774
2.1297539875829994,58.49111656806795,2160.9977665285305
2.129758912915246,56.96742692710875,2341.2140723421817
2.6737638446522176,59.47596610013866,2288.575292841163
2.430230418745873,58.175859008409844,2217.273754249497
2.0591576842195147,60.247763576596675,2462.0061857422465
2.3627680130757898,52.32382394219716,2285.8182906452307
2.0609746921562615,61.58697032817163,2261.837216303096
2.0602810739289232,55.987998023462,2234.44532152328
2.27258868146981,65.37630436312632,2389.7235500633255
1.6260159266026608,51.55406090955216,2193.1885190897574
1.6825246502460902,63.67981901582625,2604.165166972786
2.0313137412277085,55.98955391731324,2295.7114032848285
1.896150663899673,51.74290998192776,2223.984115922543
2.2942741997785823,52.580570829728394,2007.0840501871048
1.927592777343637,53.3982634590284,2342.3681555999447
1.7763088895994128,57.12082973200958,2252.0444217149325
2.639694630676466,57.6141774401775,2262.322617228713
2.1322671098540393,52.131499980307105,2250.527626923855
2.2202584614063774,54.87822703869509,2400.59163114681
1.7725755441359632,65.71135179305932,2417.4586643288803
2.0366851826424455,63.637715850503554,2165.3003240316216
2.23327677691296,57.18161834837016,2327.0258049058284
1.8547019267733094,55.190017390841,2505.646176951909
2.3127094055037016,55.600156633591304,2388.991357140215
2.0198083930243587,58.06758986365208,2379.3464798468503
2.112491875062017,49.886037174007974,2131.683343657652
2.0194880163311812,53.71311731288328,2352.0514034717194
2.755683455352681,46.65707963061205,1922.4344543388918
2.19595083257862,56.9961156130264,2358.165464309357
1.8826867213132301,58.2359796985137,2432.8636016899522
2.446763473630957,52.58406768850313,2290.687823475307
1.8337469050086934,62.869933816450164,2758.302644468807
2.262659078501427,48.8711716849883,2177.266168642429
1.6120989628360676,47.6781255989509,2160.851304982858
1.801544185330471,56.12225909279986,2349.6561228372275
2.2590583707607372,60.23549151306077,2188.9434841581933
2.421539973998623,63.419638457289345,2335.6904599370873
2.2514104843569913,52.7055786856553,2175.471757248247
2.165305515283528,60.393404167156476,2330.663416257141
2.1096688913232136,54.80745765249647,2294.934306554819
1.756443402889772,54.1368635002959,2237.0287663342324
1.9840467374815876,59.41829968743336,2502.862049858876
2.061808368712064,58.261614392067095,2355.981739026352
2.517136667865675,47.11803921507875,2063.8602520078625
2.303085486870539,62.38270174862948,2369.401740290717
1.67108795339118,61.90045677073726,2502.865010791966
2.2972251908184385,51.87218649245235,2275.369777693045
2.084475315875105,56.979017667187044,2240.1960343913856
1.9969233999082125,57.47015093141369,2284.0528597345165
2.3835028866522605,56.303368829119535,2238.169340706885
2.5092998567487856,52.2484742307729,2033.9874137558188
2.4793840357348595,51.641883160309746,2079.0042718738164
1.9482347430332085,54.87222964504277,2257.5872940914082
2.107236287244636,60.86364509629682,2488.626376910514
2.299379029421069,57.71800077297216,2335.709293946475
2.492663538136708,53.14692833956947,2208.398027207638
2.0562477286464134,58.85849355324172,2453.8225079846698
2.144302307000855,40.75728689684962,1979.7632130469244
1.8680995077981917,60.74382850186052,2473.708128860371
1.841138012775799,46.301431106109504,2139.5357449125704
2.4437577467182594,53.18779529298434,2223.728478791911
2.606872008571247,49.40165052686928,2038.72634349054
2.1783969635259,48.52659262139547,1899.890592071382
2.5010598693676074,60.8041339368926,2327.4957821140806
2.3084908075142905,52.661493993440544,2349.231072351661
2.0064640736184627,56.73251940865358,2426.302317354461
2.3084186816525243,54.76539710560408,2345.58488832332
2.6614109699397908,57.385204136115604,2372.1055094119647
2.1892521882670146,55.38410945530128,2288.160119962117
2.669393096744202,48.58503887905715,2091.023383810072
1.414076468773077,59.9813340972357,2425.7500220853176
2.446570751312567,52.531217084193436,2152.0314433842786
2.2261141204714514,47.21709050670125,2172.001807040421
2.11029779486024,52.85942419517044,2361.0322583912543
2.2275282329606507,62.503798953171554,2402.0021165512335
1.6037293256197325,59.251108710567465,2399.443848883248
2.1340984336487465,53.2567393279607,2245.0728173975617
2.307133771453524,53.25371147840786,2279.12483874304
2.643368213422455,53.391824743913084,2026.9457812515395
2.044518934517906,65.3837399178042,2271.3788628646744
1.9574519191320439,56.90967726115777,2289.5220724041906
2.0494728869246392,57.15020823595535,2213.5119890889955
2.4746206353106226,60.151417270159214,2281.0212303418593
2.2986253328979056,56.19394579513257,2264.3070840862183
2.0410719388698886,53.704789270896484,2222.610153685145
2.353980229934007,54.01825075457511,2372.5147340484755
2.229123264804412,54.64199370292968,2291.145860798164
2.490593497159867,54.813888817450795,2252.7361877361186
1.9893840718367946,58.6381477181849,2436.5760579925186
2.1017013560206697,55.2597294290365,2176.0560733995526
2.082367554060353,58.6632003860779,2464.820053354532
1.7609455155603646,54.596417099457085,2320.210086001541
2.288836083119373,55.39317595158045,2331.5861682878244
2.278316581653967,45.00899657733946,1951.2467209946785
2.2015340369927383,59.581638373512405,2206.026785319731
2.129623859987456,56.73244237948996,2396.994234394184
1.775388777384876,59.99005054929826,2471.1336469879857
2.0738064031703924,40.518723109031555,1909.098346269321
2.0971856450419692,65.44187352390364,2407.293315594308
1.9593168192335146,54.30205185922413,2404.6869927409325
2.1516142865001973,60.54091408368758,2269.134949411989
2.321215257044362,49.800470364372345,2312.0944140563893
2.765855770363159,58.063869525312846,2156.336951486996
2.252373343849552,49.732922184131716,2220.64163466604
2.2772651172168294,51.88115519652097,2163.1714887729963
2.17766622527015,64.57015676933393,2525.0719447043903
1.6243686354102878,54.04658799618327,2282.865064400703
2.192045837365235,56.087164365898616,2276.6571211059577
2.218069062982308,59.35033865344377,2358.388331161101
2.938972633745586,57.47840943986302,2108.5035481572754
2.1422917105656634,55.75209452571788,2367.780568471521
2.290464202700084,56.824805012331126,2241.6051131944514
2.189586469088427,67.01707792619138,2489.043596626562
1.8493965887141406,54.711906014832074,2217.393694528669
2.5428468443545063,56.005495233574834,1982.44951213879
2.425579909806032,60.25327198003806,2322.1256768698395
2.4373095841129144,60.52762966478992,2586.217697840153
1.9271837635615785,60.9351515278019,2508.0858948116033
2.62083829328083,58.19365111014592,2268.8212402373542
1.779444681162316,49.28497543634758,2192.4937236317774
2.376057128140081,63.16715766150548,2409.181173290302
2.857136687742994,49.26827303490656,2111.506869054203
1.9028391024607938,56.51317732619517,2226.7563996239
2.0301106811191687,51.22862074990321,2331.487982297076
2.2298954095262924,54.67930826703504,2330.6399854558817
2.0489573037651403,56.6438120515174,2397.3512180363705
1.7348009706801604,56.606786077251364,2415.763149823976
2.2205688924418086,57.109603771176424,2311.068407326656
1.8813088858821687,63.06855634529323,2546.4609176202216
2.342077729190555,57.2676715075699,2353.223184146953
1.9241727297298592,53.779216823546754,2251.5543559173543
2.664980321505262,59.820435841441785,2239.3014913133566
1.9650240122991292,60.947352444623206,2434.3790765737936
2.1033815451382973,48.861960924315035,2316.634001865075
2.444055165210901,57.98700034924929,2169.221024637961
1.8307407050698137,58.50586371155449,2248.753641895374
2.268237980381239,53.51218248320004,2246.484036730467
2.5921428262847286,61.878534066558096,2353.838027574054
1.717755029631632,54.249722064837364,2344.665353289043
2.2553901575596913,55.62788226735771,2298.64444150405
2.2779648382745274,54.134640878580655,2218.677866366953
2.4345468615331933,55.077895237907335,2385.362219388376
1.8289147867365756,49.51862456552399,2055.944875452342
1.8038630160747173,47.799745587028525,2102.5657568513384
2.3565824696850695,62.97252531612486,2395.637659854832
